"Region","Subregion","Stock","Name","EnglishName","ScientificName","SpecCode","Group","Source","MinOfYear","MaxOfYear","StartYear","EndYear","Flim","Fpa","Blim","Bpa","Bmsy","FMSY","MSY","MSYBtrigger","B40","M","Fofl","Resilience","r.low","r.hi","stb.low","stb.hi","int.yr","intb.low","intb.hi","endb.low","endb.hi","q.start","q.end","btype","force.cmsy","Comment"
"Northeast Atlantic","Wide ranging","mur-west","Striped red mullet in Subareas VI and VIII and Divisions VIIa–c, e–k and IXa (West of Scotland, Bay of Biscay, Southern Celtic Seas, Atlantic Iberian Waters)","Striped red mullet","Mullus surmuletus",1327,"Others","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/mur-west.pdf",1975,2014,1975,2014,,,,,,,,,,,,"Medium",0.46,1.59,0.5,0.9,"NA","NA","NA","NA","NA","NA","NA","None","F","OK (RF 12.05.16)"
"Northeast Atlantic","Wide ranging","ory-comb","Orange roughy in the Northeast Atlantic","Orange roughy","Hoplostethus atlanticus",334,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/ory-comb.pdf",1988,2015,1991,2015,,,,,,,,,,,,"Very low",0.05,0.8,"NA","NA",2003,0.01,0.4,0.01,0.2,"NA","NA","None","F","OK (RF 09.06.16)"
"Northeast Atlantic","Wide ranging","por-nea","Porbeagle in the Northeast Atlantic ","Porbeagle","Lamna nasus",88,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/por-nea.pdf",1947,2014,1947,2014,,,,,,,,,,,,"Very low","NA","NA",0.2,0.6,1963,0.01,0.4,0.01,0.2,"NA","NA","None","F","OK (RF 13.05.16)"
"Northeast Atlantic","Wide ranging","raj-mar","Rays and skates, mainly thornback ray, in Subareas X and XII (Azores grounds and north of Azores)","Thornback ray","Raja clavata",2059,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/raj-mar.pdf",1988,2014,1988,2014,,,,,,,,,,,,"Low",0.06,0.73,"NA","NA",2003,0.2,0.6,0.01,0.4,2010,2013,"CPUE","F","OK (RF 18.05.16)"
"Northeast Atlantic","Wide ranging","rhg-nea","Roughhead grenadier in the Northeast Atlantic","Roughhead grenadier","Macrourus berglax",331,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/rhg-nea.pdf",1990,2014,1990,2014,,,,,,,,,,,,"Very low",0.06,0.41,0.01,0.4,2005,0.01,0.4,0.01,0.3,"NA","NA","None","F","OK (RF 23.05.16) No ICES update in 2016."
"Northeast Atlantic","Wide ranging","rng-1012","Roundnose grenadier in in Divisions Xb and XIIc, and Subdivisions XIIa1, XIVb1, and Va1 (Oceanic Northeast Atlantic and Northern Reykjanes Ridge)","Roundnose grenadier","Coryphaenoides rupestris",332,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/rng-1012.pdf",1980,2014,1980,2014,,,,,,,,,,,,"Very low",0.092,0.695,"NA","NA",1990,0.01,0.4,0.01,0.3,"NA","NA","None","F","No ICES update for 2016. OK (RF 13.05.16)"
"Northeast Atlantic","Wide ranging","rng-oth","Roundnose grenadier in Subareas I, II, IV, VIII, and IX, Division XIVa, and Subdivisions XIVb2 and Va2 (Northeast Atlantic)","Roundnose grenadier","Coryphaenoides rupestris",332,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/rng-oth.pdf",1990,2014,1990,2014,,,,,,,,,,,,"Very low",0.092,0.695,"NA","NA","NA","NA","NA",0.01,0.3,"NA","NA","None","F","OK (RF 11.05.16)"
"Northeast Atlantic","Wide ranging","sck-nea","Kitefin shark in the Northeast Atlantic","Kitefin shark","Dalatias licha",669,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/sck-nea.pdf",1988,2014,1988,2014,,,,,,,,,,,,"Low","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","None","F","OK (RF 15.04.16)"
"Northeast Atlantic","Wide ranging","trk-nea","Smooth-hound in the Northeast Atlantic","Smooth-hound","Mustelus spp.",,"Elasmobranchs","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/trk-nea.pdf",1993,2014,1993,2014,,,,,,,,,,,,"Low","NA","NA",0.01,0.4,2003,0.01,0.4,0.2,0.6,2008,2011,"CPUE","F","OK (RF 23.05.16)"
"Northeast Atlantic","Wide ranging","usk-oth","Tusk in Divisions IIIa, Vb, VIa, and XIIb and Subareas IV, VII, VIII, and IX (other areas).","Tusk","Brosme brosme",51,"Deep water","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/usk-oth.pdf",2000,2014,2000,2014,,,,,,,,,,,,"Medium",0.21,0.64,"NA","NA","NA","NA","NA","NA","NA","NA","NA","CPUE","F","Updated (ND 21.04.2016) 2013 needed! OK (RF 15.04.16) Standardized cpue for 4–5 longliners (<110 GRT) fishing in Faroese waters (criteria: ling & tusk >60% of catch and depth below 200 m). Set from Low to Medium resilience."
"Northeast Atlantic","Wide ranging","whb-comb","Blue whiting combined stock (Sub-areas I-IX, XII & XIV)","Blue whiting ","Micromesistius poutassou ",31,"Others","www.ices.dk",1981,2014,1981,2014,,,1500000,2250000,,0.18,,2250000,,,,"Medium",0.21,1.07,"NA","NA",1995,0.01,0.4,"NA","NA","NA","NA","CPUE","F","OK (RF 17.04.16)"
